Statement,Sentiment
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive
$PCLN runs into the 50sma on the acquisition news,positive
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive
$TZA is a rocket ship!!!,positive
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive
Industry Investment is very interested in Glaston 's solar energy projects .,positive
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive
"The total headcount reduction will be 50 persons , the company said .",negative
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative
Retailers Kingfisher and Sports Direct rise in Britain's share index,positive
Persimmon share price climbs on 23% rise in full-year revenue,positive
Tesco's Sales Pickup Isn't Enough,negative
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",positive
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive
AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive
$HRL ready to pop! http://stks.co/s0Ny4,positive
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative
Operating profit margin increased from 11.2 % to 11.7 % .,positive
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive
"$WFM Bought a little yesterday, hoping for an earnings pop.",positive
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive
Borealis Infrastructure putting together new Severn Trent bid,positive
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",positive
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive
The diesel margin has remained high .,positive
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",negative
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",positive
$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",positive
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",positive
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",positive
$PYPL great vol flow trade here.. Love this company long time.,positive
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,negative
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive
Productional situation has now improved .,positive
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",positive
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive
The new technology improves the glass quality and consistency while increasing throughput .,positive
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,positive
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",negative
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",positive
